task_id,setting,condition,generated_path_index,initial_noise_index,round,candidate_in_round,memory_size_before_round,predicted_cost,rollout_error,expert_action_error,is_min_cost,is_min_rollout_error,is_min_expert_action_error
6,64x1,experience_off,1,1,1,1,0,-0.31281498074531555,0.2885652780532837,0.3111128509044647,False,False,False
6,64x1,experience_off,2,2,1,2,0,-0.3098185658454895,0.16457125544548035,0.31075334548950195,False,False,False
6,64x1,experience_off,3,3,1,3,0,-0.30445194244384766,0.18881933391094208,0.29503172636032104,False,False,False
6,64x1,experience_off,4,4,1,4,0,-0.30181044340133667,0.08531723916530609,0.3044717609882355,False,False,False
6,64x1,experience_off,5,5,1,5,0,-0.2991048991680145,0.06537210196256638,0.30972087383270264,False,False,False
6,64x1,experience_off,6,6,1,6,0,-0.3103731870651245,0.012758704833686352,0.29977232217788696,False,False,False
6,64x1,experience_off,7,7,1,7,0,-0.3022961914539337,0.12412844598293304,0.3021981716156006,False,False,False
6,64x1,experience_off,8,8,1,8,0,-0.31408920884132385,0.11538323014974594,0.31349486112594604,False,False,False
6,64x1,experience_off,9,9,1,9,0,-0.3051031231880188,0.0766797736287117,0.3096148371696472,False,False,False
6,64x1,experience_off,10,10,1,10,0,-0.30109092593193054,0.16245487332344055,0.29563358426094055,False,False,False
6,64x1,experience_off,11,11,1,11,0,-0.31466400623321533,0.04804348945617676,0.2941471338272095,False,False,False
6,64x1,experience_off,12,12,1,12,0,-0.31423109769821167,0.2435908317565918,0.32753607630729675,False,False,False
6,64x1,experience_off,13,13,1,13,0,-0.3065283000469208,0.14732840657234192,0.3113512098789215,False,False,False
6,64x1,experience_off,14,14,1,14,0,-0.3132500648498535,0.3045384883880615,0.3101673722267151,False,False,False
6,64x1,experience_off,15,15,1,15,0,-0.3169167637825012,0.45630061626434326,0.30478155612945557,False,False,False
6,64x1,experience_off,16,16,1,16,0,-0.3153527081012726,0.14036408066749573,0.29037123918533325,False,False,False
6,64x1,experience_off,17,17,1,17,0,-0.3102532625198364,0.1520915925502777,0.2933354079723358,False,False,False
6,64x1,experience_off,18,18,1,18,0,-0.30825334787368774,0.06025378033518791,0.2887019217014313,False,False,False
6,64x1,experience_off,19,19,1,19,0,-0.32279354333877563,0.20409655570983887,0.31153950095176697,False,False,False
6,64x1,experience_off,20,20,1,20,0,-0.31938794255256653,0.2567150592803955,0.3065139651298523,False,False,False
6,64x1,experience_off,21,21,1,21,0,-0.30025219917297363,0.42572951316833496,0.3319436311721802,False,False,False
6,64x1,experience_off,22,22,1,22,0,-0.3167070746421814,0.6727197170257568,0.3271533250808716,False,False,False
6,64x1,experience_off,23,23,1,23,0,-0.3105017840862274,0.333798348903656,0.315629243850708,False,False,False
6,64x1,experience_off,24,24,1,24,0,-0.322963684797287,0.6611244082450867,0.32317396998405457,False,False,False
6,64x1,experience_off,25,25,1,25,0,-0.30858397483825684,0.38184913992881775,0.3049580752849579,False,False,False
6,64x1,experience_off,26,26,1,26,0,-0.29478901624679565,0.11295446008443832,0.29176318645477295,False,False,False
6,64x1,experience_off,27,27,1,27,0,-0.30381059646606445,0.16781482100486755,0.30919551849365234,False,False,False
6,64x1,experience_off,28,28,1,28,0,-0.3199119567871094,0.419353723526001,0.3143920302391052,False,False,False
6,64x1,experience_off,29,29,1,29,0,-0.3148401379585266,0.556182324886322,0.32447248697280884,False,False,False
6,64x1,experience_off,30,30,1,30,0,-0.31191328167915344,0.31025034189224243,0.29826876521110535,False,False,False
6,64x1,experience_off,31,31,1,31,0,-0.3151013255119324,0.04503723233938217,0.3091720938682556,False,False,False
6,64x1,experience_off,32,32,1,32,0,-0.3048531413078308,0.2150355577468872,0.31418147683143616,False,False,False
6,64x1,experience_off,33,33,1,33,0,-0.3034631609916687,0.27834415435791016,0.29596492648124695,False,False,False
6,64x1,experience_off,34,34,1,34,0,-0.3160897195339203,0.24932143092155457,0.3196578025817871,False,False,False
6,64x1,experience_off,35,35,1,35,0,-0.3073675036430359,0.24088585376739502,0.3200340270996094,False,False,False
6,64x1,experience_off,36,36,1,36,0,-0.30891719460487366,0.09307106584310532,0.30210599303245544,False,False,False
6,64x1,experience_off,37,37,1,37,0,-0.29831403493881226,0.09361423552036285,0.3050175905227661,False,False,False
6,64x1,experience_off,38,38,1,38,0,-0.2986392676830292,0.02049013413488865,0.3052229881286621,False,False,False
6,64x1,experience_off,39,39,1,39,0,-0.3180961012840271,0.1981641948223114,0.3229253590106964,False,False,False
6,64x1,experience_off,40,40,1,40,0,-0.3059301972389221,0.21485154330730438,0.3167007267475128,False,False,False
6,64x1,experience_off,41,41,1,41,0,-0.3000917434692383,0.5624216794967651,0.33855682611465454,False,False,False
6,64x1,experience_off,42,42,1,42,0,-0.3194817900657654,0.10554462671279907,0.312661737203598,False,False,False
6,64x1,experience_off,43,43,1,43,0,-0.3045368194580078,0.29317301511764526,0.3353807032108307,False,False,False
6,64x1,experience_off,44,44,1,44,0,-0.3128303289413452,0.41936248540878296,0.3242432773113251,False,False,False
6,64x1,experience_off,45,45,1,45,0,-0.3078225255012512,0.43707916140556335,0.31995704770088196,False,False,False
6,64x1,experience_off,46,46,1,46,0,-0.30867084860801697,0.3280891478061676,0.32722368836402893,False,False,False
6,64x1,experience_off,47,47,1,47,0,-0.3021518588066101,0.2791004180908203,0.2974245250225067,False,False,False
6,64x1,experience_off,48,48,1,48,0,-0.2962746024131775,0.23371492326259613,0.302142471075058,False,False,False
