task_id,setting,condition,generated_path_index,initial_noise_index,round,candidate_in_round,memory_size_before_round,predicted_cost,rollout_error,is_min_cost,is_min_rollout_error
4,64x1,experience_off,1,1,1,1,0,-0.25131115317344666,0.026592567563056946,False,False
4,64x1,experience_off,2,2,1,2,0,-0.2551332712173462,0.0293717198073864,False,False
4,64x1,experience_off,3,3,1,3,0,-0.2635125517845154,0.08405935764312744,False,False
4,64x1,experience_off,4,4,1,4,0,-0.2552661597728729,0.033707477152347565,False,False
4,64x1,experience_off,5,5,1,5,0,-0.25243115425109863,0.02551225945353508,False,False
4,64x1,experience_off,6,6,1,6,0,-0.26272517442703247,0.07358072698116302,False,False
4,64x1,experience_off,7,7,1,7,0,-0.23658841848373413,0.06944235414266586,False,False
4,64x1,experience_off,8,8,1,8,0,-0.24663297832012177,0.0241023451089859,False,False
4,64x1,experience_off,9,9,1,9,0,-0.26705819368362427,0.04904358834028244,False,False
4,64x1,experience_off,10,10,1,10,0,-0.2598002851009369,0.03979086875915527,False,False
4,64x1,experience_off,11,11,1,11,0,-0.2600460648536682,0.031299374997615814,False,False
4,64x1,experience_off,12,12,1,12,0,-0.257478266954422,0.05941305682063103,False,False
4,64x1,experience_off,13,13,1,13,0,-0.2576984763145447,0.05747421830892563,False,False
4,64x1,experience_off,14,14,1,14,0,-0.26646050810813904,0.041803374886512756,False,False
4,64x1,experience_off,15,15,1,15,0,-0.25659114122390747,0.0894700139760971,False,False
4,64x1,experience_off,16,16,1,16,0,-0.2543339729309082,0.03534212335944176,False,False
4,64x1,experience_off,17,17,1,17,0,-0.26569855213165283,0.04580330848693848,False,False
4,64x1,experience_off,18,18,1,18,0,-0.26554206013679504,0.07309902459383011,False,False
4,64x1,experience_off,19,19,1,19,0,-0.2609439194202423,0.04032865911722183,False,False
4,64x1,experience_off,20,20,1,20,0,-0.2506482005119324,0.022723190486431122,False,False
4,64x1,experience_off,21,21,1,21,0,-0.25840187072753906,0.034061264246702194,False,False
4,64x1,experience_off,22,22,1,22,0,-0.2546928822994232,0.02952377125620842,False,False
4,64x1,experience_off,23,23,1,23,0,-0.26178839802742004,0.02875451371073723,False,False
4,64x1,experience_off,24,24,1,24,0,-0.2648625373840332,0.04468430206179619,False,False
4,64x1,experience_off,25,25,1,25,0,-0.2702401578426361,0.040587037801742554,False,False
