task_id,setting,condition,generated_path_index,initial_noise_index,round,candidate_in_round,memory_size_before_round,predicted_cost,rollout_error,is_min_cost,is_min_rollout_error
7,64x1,experience_off,1,1,1,1,0,-0.22731928527355194,1.5937303304672241,False,False
7,64x1,experience_off,2,2,1,2,0,-0.228474423289299,1.609553337097168,False,False
7,64x1,experience_off,3,3,1,3,0,-0.22145262360572815,1.8950068950653076,False,False
7,64x1,experience_off,4,4,1,4,0,-0.22056083381175995,2.1205084323883057,False,False
7,64x1,experience_off,5,5,1,5,0,-0.22351287305355072,2.09381103515625,False,False
7,64x1,experience_off,6,6,1,6,0,-0.22913499176502228,1.8699835538864136,False,False
7,64x1,experience_off,7,7,1,7,0,-0.2343580573797226,1.9723080396652222,False,False
7,64x1,experience_off,8,8,1,8,0,-0.23746994137763977,2.1859731674194336,False,False
7,64x1,experience_off,9,9,1,9,0,-0.2218061089515686,2.0785491466522217,False,False
7,64x1,experience_off,10,10,1,10,0,-0.23114489018917084,1.698120355606079,False,False
7,64x1,experience_off,11,11,1,11,0,-0.2352902889251709,1.2576093673706055,False,False
7,64x1,experience_off,12,12,1,12,0,-0.21948161721229553,1.3185237646102905,False,False
7,64x1,experience_off,13,13,1,13,0,-0.2301708608865738,1.9773366451263428,False,False
7,64x1,experience_off,14,14,1,14,0,-0.2397320568561554,1.6444940567016602,False,False
7,64x1,experience_off,15,15,1,15,0,-0.2304217368364334,1.0097053050994873,False,True
7,64x1,experience_off,16,16,1,16,0,-0.2398734986782074,1.6964926719665527,False,False
7,64x1,experience_off,17,17,1,17,0,-0.23700572550296783,2.061154365539551,False,False
7,64x1,experience_off,18,18,1,18,0,-0.22763213515281677,1.2967829704284668,False,False
7,64x1,experience_off,19,19,1,19,0,-0.24158376455307007,1.9050191640853882,False,False
7,64x1,experience_off,20,20,1,20,0,-0.23108938336372375,2.1060378551483154,False,False
7,64x1,experience_off,21,21,1,21,0,-0.2154250591993332,1.897035837173462,False,False
7,64x1,experience_off,22,22,1,22,0,-0.2326604276895523,1.923590064048767,False,False
7,64x1,experience_off,23,23,1,23,0,-0.22694475948810577,1.6797618865966797,False,False
7,64x1,experience_off,24,24,1,24,0,-0.23902647197246552,1.7966575622558594,False,False
7,64x1,experience_off,25,25,1,25,0,-0.22648385167121887,1.9349501132965088,False,False
7,64x1,experience_off,26,26,1,26,0,-0.23302164673805237,2.1409287452697754,False,False
7,64x1,experience_off,27,27,1,27,0,-0.23825210332870483,1.8933762311935425,False,False
7,64x1,experience_off,28,28,1,28,0,-0.23274610936641693,1.8360408544540405,False,False
7,64x1,experience_off,29,29,1,29,0,-0.2345503717660904,1.9423892498016357,False,False
7,64x1,experience_off,30,30,1,30,0,-0.24343104660511017,1.910498023033142,True,False
7,64x1,experience_off,31,31,1,31,0,-0.23558613657951355,1.904021978378296,False,False
7,64x1,experience_off,32,32,1,32,0,-0.2263871282339096,1.9480648040771484,False,False
7,64x1,experience_off,33,33,1,33,0,-0.23952163755893707,2.1412482261657715,False,False
7,64x1,experience_off,34,34,1,34,0,-0.22403134405612946,2.046987533569336,False,False
7,64x1,experience_off,35,35,1,35,0,-0.23355154693126678,1.5883519649505615,False,False
7,64x1,experience_off,36,36,1,36,0,-0.23167136311531067,1.887115240097046,False,False
7,64x1,experience_off,37,37,1,37,0,-0.2316257357597351,2.0174148082733154,False,False
7,64x1,experience_off,38,38,1,38,0,-0.22897423803806305,1.8761613368988037,False,False
7,64x1,experience_off,39,39,1,39,0,-0.23645363748073578,2.157097578048706,False,False
7,64x1,experience_off,40,40,1,40,0,-0.23191557824611664,1.3379418849945068,False,False
7,64x1,experience_off,41,41,1,41,0,-0.2428935319185257,2.1130714416503906,False,False
7,64x1,experience_off,42,42,1,42,0,-0.23482383787631989,1.6555813550949097,False,False
7,64x1,experience_off,43,43,1,43,0,-0.2303086370229721,2.122925281524658,False,False
7,64x1,experience_off,44,44,1,44,0,-0.23992140591144562,1.9755051136016846,False,False
7,64x1,experience_off,45,45,1,45,0,-0.2332906275987625,2.0414159297943115,False,False
7,64x1,experience_off,46,46,1,46,0,-0.22444303333759308,2.049887180328369,False,False
7,64x1,experience_off,47,47,1,47,0,-0.22933949530124664,1.8061541318893433,False,False
7,64x1,experience_off,48,48,1,48,0,-0.22685281932353973,2.1241564750671387,False,False
7,64x1,experience_off,49,49,1,49,0,-0.23628418147563934,2.0383553504943848,False,False
7,64x1,experience_off,50,50,1,50,0,-0.23308710753917694,2.1491363048553467,False,False
7,64x1,experience_off,51,51,1,51,0,-0.22481177747249603,1.5473768711090088,False,False
