task_id,generated_path_index,round,candidate_in_round,memory_size_before_round,predicted_cost,rollout_error,is_min_cost,is_min_rollout_error
4,1,1,1,0,-0.2585497498512268,0.046585142612457275,False,False
4,2,1,2,0,-0.2697208523750305,0.033680666238069534,False,False
4,3,1,3,0,-0.25517570972442627,0.06768981367349625,False,False
4,4,1,4,0,-0.25975003838539124,0.061137497425079346,False,False
4,5,1,5,0,-0.26184332370758057,0.04752996563911438,False,False
4,6,1,6,0,-0.2536804974079132,0.0699729323387146,False,False
4,7,1,7,0,-0.25809377431869507,0.02665064111351967,False,False
4,8,1,8,0,-0.26684582233428955,0.028378184884786606,False,False
4,9,1,9,0,-0.2630085349082947,0.03158903121948242,False,False
4,10,1,10,0,-0.26650184392929077,0.035008981823921204,False,False
4,11,1,11,0,-0.26525938510894775,0.03294681757688522,False,False
4,12,1,12,0,-0.25914132595062256,0.03479509800672531,False,False
4,13,1,13,0,-0.26213571429252625,0.03210531920194626,False,False
4,14,1,14,0,-0.25996124744415283,0.031768862158060074,False,False
4,15,1,15,0,-0.25602489709854126,0.05050637945532799,False,False
4,16,1,16,0,-0.26492175459861755,0.04305332899093628,False,False
4,17,1,17,0,-0.2641298174858093,0.02819163165986538,False,False
4,18,1,18,0,-0.25827622413635254,0.02802606299519539,False,False
4,19,1,19,0,-0.26634031534194946,0.08871594071388245,False,False
4,20,1,20,0,-0.2604214549064636,0.03454124927520752,False,False
4,21,1,21,0,-0.26709696650505066,0.0358164981007576,False,False
4,22,1,22,0,-0.2540972828865051,0.03753844276070595,False,False
4,23,1,23,0,-0.2566167414188385,0.03272302448749542,False,False
4,24,1,24,0,-0.25852662324905396,0.03501486778259277,False,False
4,25,1,25,0,-0.25558197498321533,0.03917428106069565,False,False
4,26,1,26,0,-0.2550836205482483,0.026834718883037567,False,False
4,27,1,27,0,-0.2653771936893463,0.07334882020950317,False,False
4,28,1,28,0,-0.24893026053905487,0.05259519815444946,False,False
4,29,1,29,0,-0.2644006013870239,0.05061198025941849,False,False
4,30,1,30,0,-0.25543341040611267,0.04562051221728325,False,False
4,31,1,31,0,-0.2605240046977997,0.0403900146484375,False,False
4,32,1,32,0,-0.2618348002433777,0.023205891251564026,False,False
4,33,1,33,0,-0.25714677572250366,0.030823519453406334,False,False
4,34,1,34,0,-0.26250943541526794,0.03315496817231178,False,False
4,35,1,35,0,-0.2559281587600708,0.03468646481633186,False,False
4,36,1,36,0,-0.25792890787124634,0.0466095507144928,False,False
4,37,1,37,0,-0.24477152526378632,0.08056176453828812,False,False
4,38,1,38,0,-0.2534744143486023,0.09095235913991928,False,False
4,39,1,39,0,-0.25691843032836914,0.029928557574748993,False,False
4,40,1,40,0,-0.26411131024360657,0.030103590339422226,False,False
4,41,1,41,0,-0.26938843727111816,0.04747062548995018,False,False
4,42,1,42,0,-0.2699240744113922,0.05810343474149704,True,False
4,43,1,43,0,-0.2575875520706177,0.037258248776197433,False,False
4,44,1,44,0,-0.257696270942688,0.02647622488439083,False,False
4,45,1,45,0,-0.2582586705684662,0.03277185559272766,False,False
4,46,1,46,0,-0.2632443904876709,0.03972020372748375,False,False
4,47,1,47,0,-0.25526684522628784,0.03516243025660515,False,False
4,48,1,48,0,-0.2647894620895386,0.05027896910905838,False,False
4,49,1,49,0,-0.25887584686279297,0.044634442776441574,False,False
4,50,1,50,0,-0.25930917263031006,0.03673598915338516,False,False
4,51,1,51,0,-0.25358110666275024,0.037888865917921066,False,False
4,52,1,52,0,-0.25515204668045044,0.021579694002866745,False,False
4,53,1,53,0,-0.26060301065444946,0.025629527866840363,False,False
4,54,1,54,0,-0.2661699652671814,0.03394738957285881,False,False
4,55,1,55,0,-0.26214757561683655,0.033559489995241165,False,False
4,56,1,56,0,-0.25188255310058594,0.02290782891213894,False,False
4,57,1,57,0,-0.25340306758880615,0.01890650764107704,False,True
4,58,1,58,0,-0.2597872316837311,0.04217034578323364,False,False
4,59,1,59,0,-0.2657712697982788,0.036040131002664566,False,False
4,60,1,60,0,-0.2683400511741638,0.01964782178401947,False,False
4,61,1,61,0,-0.25767573714256287,0.029263775795698166,False,False
4,62,1,62,0,-0.25416791439056396,0.03941859304904938,False,False
4,63,1,63,0,-0.2658867835998535,0.05120670795440674,False,False
4,64,1,64,0,-0.26740944385528564,0.03508976846933365,False,False
