task_id,generated_path_index,round,candidate_in_round,memory_size_before_round,predicted_cost,rollout_error,is_min_cost,is_min_rollout_error
7,1,1,1,0,-0.23385347425937653,1.5320720672607422,False,False
7,2,1,2,0,-0.22646783292293549,1.5299756526947021,False,False
7,3,1,3,0,-0.22109197080135345,1.8763827085494995,False,False
7,4,1,4,0,-0.22658945620059967,2.051762342453003,False,False
7,5,1,5,0,-0.23109425604343414,1.8147138357162476,False,False
7,6,1,6,0,-0.22638939321041107,1.4822137355804443,False,False
7,7,1,7,0,-0.2252977043390274,1.467979907989502,False,False
7,8,1,8,0,-0.23896826803684235,2.043541431427002,False,False
7,9,1,9,0,-0.23316974937915802,1.8288428783416748,False,False
7,10,1,10,0,-0.23509728908538818,1.2039644718170166,False,True
7,11,1,11,0,-0.2105041891336441,1.9407895803451538,False,False
7,12,1,12,0,-0.23629869520664215,2.0829918384552,False,False
7,13,1,13,0,-0.23125997185707092,1.8435238599777222,False,False
7,14,1,14,0,-0.24486230313777924,2.1118555068969727,False,False
7,15,1,15,0,-0.24185040593147278,2.1344408988952637,False,False
7,16,1,16,0,-0.2376023828983307,1.9404962062835693,False,False
7,17,1,17,0,-0.23429758846759796,1.252662181854248,False,False
7,18,1,18,0,-0.23739132285118103,1.9703943729400635,False,False
7,19,1,19,0,-0.22306044399738312,2.0800695419311523,False,False
7,20,1,20,0,-0.2356962114572525,1.3169729709625244,False,False
7,21,1,21,0,-0.22337038815021515,2.1440019607543945,False,False
7,22,1,22,0,-0.23764541745185852,1.9268252849578857,False,False
7,23,1,23,0,-0.22580201923847198,2.0831758975982666,False,False
7,24,1,24,0,-0.22543440759181976,1.2946547269821167,False,False
7,25,1,25,0,-0.23021410405635834,2.1631035804748535,False,False
7,26,1,26,0,-0.23579232394695282,1.8931150436401367,False,False
7,27,1,27,0,-0.22729931771755219,1.516309142112732,False,False
7,28,1,28,0,-0.23327402770519257,2.026130437850952,False,False
7,29,1,29,0,-0.2393927425146103,2.0316033363342285,False,False
7,30,1,30,0,-0.2318783849477768,2.0516157150268555,False,False
7,31,1,31,0,-0.23864102363586426,2.0003116130828857,False,False
7,32,1,32,0,-0.2285909801721573,1.9999183416366577,False,False
7,33,1,33,0,-0.23842477798461914,1.2648074626922607,False,False
7,34,1,34,0,-0.22472064197063446,2.1252810955047607,False,False
7,35,1,35,0,-0.2329588383436203,2.0537166595458984,False,False
7,36,1,36,0,-0.23465155065059662,2.0687990188598633,False,False
7,37,1,37,0,-0.24541039764881134,1.9944790601730347,True,False
7,38,1,38,0,-0.22892284393310547,1.919768214225769,False,False
7,39,1,39,0,-0.2385757565498352,2.0638346672058105,False,False
7,40,1,40,0,-0.2284928858280182,2.062974691390991,False,False
7,41,1,41,0,-0.23014281690120697,1.7346785068511963,False,False
7,42,1,42,0,-0.22387105226516724,2.066617488861084,False,False
7,43,1,43,0,-0.22753040492534637,2.1306862831115723,False,False
7,44,1,44,0,-0.23068402707576752,1.7385494709014893,False,False
7,45,1,45,0,-0.23121953010559082,1.7782752513885498,False,False
7,46,1,46,0,-0.23826535046100616,2.0682437419891357,False,False
7,47,1,47,0,-0.2429138869047165,1.9210820198059082,False,False
7,48,1,48,0,-0.23464104533195496,2.187260389328003,False,False
7,49,1,49,0,-0.23385252058506012,1.6059587001800537,False,False
7,50,1,50,0,-0.24231256544589996,1.833773136138916,False,False
7,51,1,51,0,-0.22676455974578857,2.0922820568084717,False,False
7,52,1,52,0,-0.23555737733840942,1.6826086044311523,False,False
7,53,1,53,0,-0.24269084632396698,2.045274496078491,False,False
7,54,1,54,0,-0.22904986143112183,1.5685129165649414,False,False
7,55,1,55,0,-0.22252358496189117,1.6388931274414062,False,False
7,56,1,56,0,-0.22804193198680878,1.7060070037841797,False,False
7,57,1,57,0,-0.2415192425251007,2.1002397537231445,False,False
7,58,1,58,0,-0.23061387240886688,1.655836820602417,False,False
7,59,1,59,0,-0.22812391817569733,1.8636201620101929,False,False
7,60,1,60,0,-0.22994694113731384,1.9576234817504883,False,False
7,61,1,61,0,-0.23342691361904144,2.067253589630127,False,False
7,62,1,62,0,-0.23488463461399078,2.1681857109069824,False,False
7,63,1,63,0,-0.23861365020275116,1.9788720607757568,False,False
7,64,1,64,0,-0.2313377857208252,2.0812745094299316,False,False
